,Prediction
643,12.351502819057094
644,12.99875873349037
645,15.122615210906766
646,12.682581456952077
647,14.778026595592634
648,13.7304351711968
649,11.614949559878633
650,11.413898497138012
651,13.648843484489396
652,12.296975626658964
653,9.42064153145877
654,14.537610441810033
655,12.037520636073298
656,11.579076325854741
657,11.805464974443094
658,11.241980074523243
659,11.879013648314821
660,12.357946492276989
661,12.681589324009096
662,14.298639254504325
663,11.796774377001475
664,13.069574307386564
665,14.043578591472262
666,12.533142718352703
667,13.265976082130443
668,15.406746950727262
669,9.643051719763728
670,11.421069428474638
671,12.811921017838463
672,12.367682607345209
673,11.433938319282829
674,11.413639165205222
675,11.936266270441644
676,12.302255275436362
677,13.54197122354687
678,15.108572250146137
679,11.814186741471728
680,12.71116783994428
681,13.56028628251344
682,11.884528990713322
683,15.530907672274786
684,11.982703385615785
685,14.057444356792486
686,10.794842569471271
687,10.794842569471271
688,12.585064913824068
689,10.634268417611011
690,13.246238207194121
691,12.479741428376682
692,12.128061069811142
693,11.968969595747938
694,12.684919355331402
695,12.865928022645644
696,11.875604612524853
697,13.289906581086209
698,12.199272016366836
699,11.392326088250853
700,11.479706067041953
701,13.176537489127156
702,13.205881131717227
703,12.458086142373357
704,12.355695509820684
705,13.669636218415581
706,12.507901700523533
707,11.346922433008649
708,13.294876771942276
709,14.50414321053098
710,13.31122073968362
711,13.30365369410371
712,11.227501112193043
713,14.518823438631681
714,14.888370435539443
715,13.012345995205422
716,9.811786641807062
717,12.826018553212442
718,12.89844929570094
719,10.530057046178976
720,10.589410153936033
721,13.657686553985762
722,14.942216391497922
723,15.210127661044382
724,14.706441561047981
725,13.013610937178221
726,14.450517732728047
727,12.005284249606571
728,14.055344493666759
729,12.184505791343177
730,11.633158736293762
731,11.732092650870076
732,12.802266748157525
733,11.813281325210012
734,11.370225085727952
735,11.659687802033513
736,12.189257569117318
737,12.350593743184339
738,11.647889478956914
739,11.718973237781777
740,11.898813643387603
741,12.221092428490307
742,12.074641998861523
743,15.456520162106742
744,13.823895690210627
745,13.851612123325923
746,12.723303520678822
747,12.695587087563526
748,15.667245411104528
749,13.217648365391328
750,15.148541932365116
751,12.613814738924939
752,12.667477355253036
753,13.957038393618799
754,11.550639175956693
755,10.937924422931259
756,12.847088598699207
757,11.470587399699738
758,12.710910077879431
759,13.642453218573236
760,9.795808654987857
761,11.623761710486328
762,13.62485026340465
763,12.039493421021866
764,13.526099541809728
765,10.517517919529844
766,14.688654789552846
767,14.025041750088281
768,13.161800037281187
769,12.460838098595445
770,10.440027023269662
771,13.093352074859427
772,9.878799527731507
773,10.118168722818154
774,15.036230509970911
775,11.687544276843179
776,12.299110971459223
777,12.210303234267592
778,12.005375622310172
779,10.560278421711285
780,15.100301301921224
781,12.35698648450338
782,11.321550457557496
783,11.715056430029186
784,12.761798251833238
785,12.785515797282569
786,14.101000699524082
787,16.771855444172978
788,11.349921922544734
789,12.367713378619012
790,12.458570521786758
791,13.196662460616887
792,16.254403867607095
793,13.796651602286055
794,20.80443436603977
795,9.795413107272545
796,14.439405753860797
797,13.009710178357237
798,13.434990972044218
799,11.800521582132424
800,10.3685195684936
801,12.859794746434028
802,11.530317444157689
803,13.17130031636492
804,12.143511480318478
805,9.864809419518279
806,11.799212421765219
807,13.721776012149622
808,10.413273157326024
809,12.349447093512373
810,12.499147365386431
811,12.411302365060223
812,12.6962097498127
813,11.63211340880391
814,11.83374871552315
815,15.62741206770975
816,15.648829311480661
817,11.395648585047766
818,11.45573443568525
819,12.322606212748896
820,13.85025133845198
821,13.769058331844738
822,11.970310395126893
823,10.252310772659193
824,11.19379518268672
825,14.647900149168954
826,13.481963997788935
827,12.16906713004511
828,11.171974901054764
829,11.185201561841058
830,12.358352739698596
831,12.185334206567731
832,12.863840373627456
833,13.098215301329088
834,14.212564237495783
835,12.254694061928635
836,11.57437172669626
837,12.048449558562659
838,11.41375096332242
839,11.277924942609157
840,12.298618664859008
841,14.2654469986508
842,13.98529013329647
843,12.510059764809467
844,12.44307698248944
845,11.995796680806277
846,12.346422694281365
847,14.139062651889226
848,12.813655709006461
849,12.400822291855095
850,17.060997250963442
851,11.789959457743684
852,12.73820640608294
853,11.455915142057448
854,13.51814436836704
855,15.966086797914468
856,11.2413660098538
857,15.19355055801672
858,12.574290532318273
859,12.655483538925514
860,10.760988136556437
861,12.614782791665915
862,11.77533122854849
863,11.391119841014776
864,11.561926747695946
865,15.84686988728763
866,11.308066642714035
867,13.100632960639995
868,12.523642977031363
869,12.639345382542096
870,11.60578967206714
871,13.140060293622597
872,11.091821276018749
873,12.297389254931787
874,12.590332706183144
875,11.245950768035836
876,12.535946691686274
877,12.686821800835935
878,12.652212941039929
879,12.96949624738863
880,12.230578109436951
881,11.547222832202152
882,11.547146273188527
883,11.71528056120863
884,11.668147164686609
885,14.082539055052052
886,10.751848947846959
887,11.893315341562166
888,13.523205097865949
889,11.498543817708917
890,12.508801968849054
891,14.316365964965176
892,22.4739451366303
893,12.236323878448706
894,12.055706711489185
895,12.460768637386142
896,11.908607472824588
897,13.538263200187401
898,15.420344065975131
899,12.023824360888094
900,13.894038753707298
901,12.41771790784376
902,10.716468621355206
903,11.35826691095665
904,11.782903991817085
905,12.557959039346706
906,14.06237625644036
907,13.827864150571198
908,12.4868037142343
909,12.554981375801798
910,11.371438340055139
911,12.576930028226696
912,11.825062507624434
913,12.15528949974863
914,11.368753812388006
915,13.751795003394646
916,12.833321754263991
917,10.69148487817125
918,10.69148487817125
919,11.436913714920047
920,12.471687527512364
921,11.305954918821353
922,12.012343119336375
923,14.66204489172894
924,14.513417933819289
925,11.287993175291156
926,13.604332462131127
927,13.604332462131127
928,16.43850822827501
929,14.61313271892161
930,10.551320737396663
931,12.422187971679493
932,14.157879050564155
933,14.359639623797074
934,12.420782673299765
935,12.07043369699657
936,11.234075452110392
937,13.356721554078488
938,12.284227080951752
939,12.623855016821715
940,12.519770297735306
941,16.209832747151484
942,9.118325574350363
943,12.69087826322919
944,12.437151173191547
945,14.24525111594452
946,11.774751570537223
947,11.58202656664489
948,12.878247871075974
949,11.877804061644321
950,12.695354870226202
951,13.32888336403213
952,16.73475293096722
953,13.57328389652275
954,14.841627131445346
955,11.79814536000789
956,13.171689053188569
957,13.87770734487908
958,10.418915785935852
959,11.043234619372779
960,15.613759859943837
961,11.459237968713582
962,12.552415177029618
963,11.380797420723875
964,14.541091232869233
965,14.617820494048859
966,16.384159159645108
967,12.61732392616775
968,12.403481589034168
969,10.594137577779067
970,11.551546200524218
971,12.189927473491638
972,12.942571878094132
973,11.224492963729533
974,16.193340212688327
975,12.35176039490248
976,15.633723406214292
977,11.589611555460591
978,11.674272834315108
979,14.441046547012899
980,13.752751289945087
981,11.8770005553531
982,12.241665420640668
983,12.721921125920126
984,12.574073691877475
985,12.785644369624974
986,12.229749225014906
987,12.783633097275262
988,13.698173752540999
989,13.66667853061725
990,12.355209067066472
991,13.197835076294512
992,13.6979270196626
993,14.151478386565747
994,12.507200808848802
995,13.119786861055818
996,12.017290004341884
997,12.45177241302359
998,11.699184890205697
999,14.177687888878879
1000,12.385472626822747
1001,12.307775559320614
1002,12.58937932331338
1003,14.784146033722497
1004,15.333860000717717
1005,10.046466766961158
1006,11.603063718208773
1007,11.684256724816015
1008,12.387530630370737
1009,12.410584601160625
1010,12.679425135468167
1011,12.795348910248142
1012,16.047760854317406
1013,14.163179054277819
1014,14.173586374990906
1015,13.811397482018108
1016,11.475753223363492
1017,12.583625500120695
1018,12.72074981794506
1019,14.01145393686123
1020,14.773783326214351
1021,14.51606600496931
1022,11.634879320535733
1023,13.427688270609963
1024,11.363724755801488
1025,10.03875657984426
1026,11.875629235879558
1027,10.686678656730916
1028,13.15950116140741
1029,12.36917719429627
1030,14.762766343920067
1031,13.859921373494805
1032,12.614302096108254
1033,11.617687564511204
1034,11.248481482204358
1035,15.775762158531167
1036,14.585578091260327
1037,12.982338799724326
1038,12.389813796848093
1039,12.50198075960111
1040,13.194222077287623
1041,11.196367584817514
1042,11.258802661827646
1043,9.76156898419542
1044,11.84160120256821
1045,11.947945909172645
1046,11.338803017761567
1047,14.82958741493426
1048,14.288858875614036
1049,11.620122035086466
1050,11.675192240153569
1051,12.822614354154709
1052,14.68357126113556
1053,11.54279521728416
1054,12.153534548490503
1055,11.416886077604154
1056,13.034214282402754
1057,13.0158296164871
1058,11.052998669878525
1059,11.33324414304555
1060,12.014173662957868
1061,11.506231812813413
1062,12.071667007959357
1063,13.929536291678271
1064,12.153157265952691
1065,12.486635265470394
1066,12.080279884794736
1067,10.618319149873116
1068,12.386573303255084
1069,15.310603880651685
1070,14.328633956307316
1071,11.62133533350812
1072,13.53161615724024
1073,14.194489444192453
1074,11.534223276736215
1075,11.484989403266237
1076,14.699764948899743
1077,11.142355547432555
1078,12.787056062226537
1079,12.86824906883378
1080,13.778115939081685
1081,16.81936271788929
1082,11.61333500940913
1083,13.301094976965581
1084,16.205861319409287
1085,11.384052950761006
1086,11.801527920441659
1087,11.691854929700394
1088,10.698326128591182
1089,11.785884123491147
1090,12.364935772266406
1091,11.517134851738064
1092,12.54149337857748
1093,12.783846428201397
1094,12.866853913805262
1095,11.544667175877953
1096,11.457201506832414
1097,11.352057597219526
1098,12.527511896488804
1099,13.51424291617536
1100,12.275588284073077
1101,13.746440069241192
1102,11.974570370012216
1103,11.849303090974052
1104,12.996221759117626
1105,14.168969862120706
1106,10.914566002761383
1107,14.590531269824663
1108,12.738532388312775
1109,14.875667838353401
1110,12.22545110331664
1111,14.583989310290042
1112,11.357431256949942
1113,11.060962479273206
1114,12.96129571062397
1115,14.527464475841645
1116,11.820857335455608
1117,14.103122161059469
1118,14.340239363413014
1119,12.166336853840317
1120,12.710131717499822
1121,11.926752332891374
1122,13.495623878801716
1123,11.369798300300037
1124,9.096239988677521
1125,11.394370220486806
1126,11.495327818731086
1127,14.50930195638587
1128,14.538278227370043
1129,12.867131380182004
1130,11.512377777849366
1131,13.199406233122636
1132,11.580703555454868
1133,12.154935714565214
1134,12.336015034399676
1135,13.545211161387366
1136,11.898205814056046
1137,12.5090744586885
1138,11.70703172843194
1139,13.674424771781911
1140,12.548058525752678
1141,13.604160166063396
1142,12.550850484302725
1143,12.102484211791863
1144,13.66183071599154
1145,11.75712153128931
1146,15.181669580563478
1147,12.472854464717463
1148,13.810060011518454
1149,13.88203437046864
1150,14.182885948382076
1151,11.601553066502024
1152,8.191956064944886
1153,11.671252884172231
1154,15.420668005117768
1155,11.675563712409474
1156,9.229171874385493
1157,12.587508209252508
1158,12.02637507926761
1159,12.391473411580753
1160,14.010360517650748
1161,13.114947789987143
1162,14.292930973822543
1163,12.174103444251095
1164,12.496676139064704
1165,11.224607681791904
1166,12.452744175499502
1167,15.868845100519378
1168,12.379446092320292
1169,11.489048240461617
1170,14.773752648413396
1171,11.366287689980863
1172,12.61496368939328
1173,13.520169449860985
1174,14.23090804511528
1175,12.78086415443653
1176,11.079469138637517
1177,18.38475406529591
1178,14.68392946323581
1179,14.722325470239635
1180,14.213380780336244
1181,12.243680501306333
1182,12.39576552248958
1183,13.028341361652078
1184,12.395308085219956
1185,11.683776991986282
1186,11.240165735833472
1187,11.713733707148942
1188,13.801592181039299
1189,11.440759108483912
1190,12.508948003900995
1191,16.569544281474506
1192,11.780177372210344
1193,11.703327262208843
1194,11.541191975103999
1195,15.28005096427268
1196,11.6612840193219
1197,14.37748018112698
1198,11.713901858945274
1199,13.174398171450912
1200,12.753922705093318
1201,13.191739940751138
1202,12.907781476219762
1203,10.982784462653681
1204,11.120196921159867
1205,11.69805165837332
1206,11.806122200838189
1207,14.448282893592198
1208,12.753339805653226
1209,11.824181875742093
1210,15.19028643267258
1211,12.311172181491674
1212,11.660738828550228
1213,12.255919574956952
1214,11.71386072106382
1215,15.871389187461912
1216,13.015154212161079
1217,12.924772546077703
1218,12.722412063381098
1219,12.480457444297011
1220,12.282999852219225
1221,12.711478780027543
1222,10.544925966644676
1223,12.605869435741276
1224,11.668075592261047
1225,14.40231405182189
1226,11.616303100404584
1227,16.10523999569319
1228,13.633368222308812
1229,16.152651175293524
1230,12.139171420825933
1231,12.422523174413488
1232,9.099728517805964
1233,11.17266513000135
1234,13.409649605859453
1235,12.47812801882462
1236,12.294002149229367
1237,11.395937892321616
1238,14.767640282826687
1239,14.555417186286181
1240,11.302143187815792
1241,11.7734466164078
1242,12.492581502993952
1243,11.235554405024876
1244,14.903775812712652
1245,11.43115253769365
1246,14.144888736403296
1247,11.788728075058284
1248,15.81728465481532
1249,13.30212606574265
1250,13.396167747811297
1251,12.03154770342847
1252,9.768164708110795
1253,11.110482286897263
1254,11.853201309529256
1255,11.47089978544471
1256,14.0949485316056
1257,11.492105373227353
1258,9.89783924867529
1259,13.927702754483063
1260,12.442102710645509
1261,13.698675990682997
1262,11.386805431525463
1263,11.38806526939434
1264,12.650405180534399
1265,11.501326830864594
1266,11.05017121722536
1267,17.53138273225135
1268,14.668976525419081
1269,13.077523984006719
1270,11.326107966962502
1271,14.470268776713423
1272,13.326699640498486
1273,11.720540562069509
1274,12.350214555075755
1275,13.684775300897265
1276,16.55181891061172
1277,12.110909249604397
1278,11.30316069889269
1279,15.04730630998888
1280,12.025049752225655
1281,14.107080368789763
1282,13.059879503337932
1283,11.437007100486438
1284,11.891998942526737
1285,11.922122179065859
1286,10.595597485022555
1287,16.43382761121497
1288,11.807636596283302
1289,12.162525140610716
1290,11.253653468210317
1291,12.045983574791988
1292,11.490996023141582
1293,13.338025760431453
1294,11.46904170299198
1295,12.940381830768873
1296,12.060467131975557
1297,12.598421398455624
1298,14.312240399889891
1299,14.083683854486933
1300,11.386302999676978
1301,13.132014918151077
1302,13.940276587914312
1303,12.553995018641313
1304,13.10426165404393
1305,11.852132176027022
1306,12.964150639177618
1307,11.35320103257505
1308,12.056664162181228
1309,12.49792316806877
1310,14.139367709642949
1311,12.364289773162028
1312,12.485650129127475
1313,11.481398004909138
1314,12.993407862575388
1315,13.800942256487417
1316,10.987525543533732
1317,11.99462727903112
1318,11.563179698472101
1319,12.218331103476743
1320,12.212682874147246
1321,14.30840637465527
1322,14.621325719352264
1323,13.505531105152393
1324,14.777375876247708
1325,11.664002211522826
1326,12.095422860948615
1327,12.356189549374633
1328,12.956030325228076
1329,15.130209517470295
1330,11.570737395509541
1331,10.730203183935924
1332,12.926060400562644
1333,13.601761311948415
1334,11.377986566443324
1335,12.6780225079722
1336,12.51369120164863
1337,11.113905112040145
1338,14.233977492169018
1339,12.406786332138187
1340,15.848196091105077
1341,11.775059113843643
1342,11.944226067330423
1343,12.785004511388623
1344,14.059192362954446
1345,15.268375292096618
1346,12.850491374082129
1347,12.218224995852383
1348,10.753890033312846
1349,14.15983375298657
1350,12.826440419618171
1351,12.912487368910092
1352,11.473028895437583
1353,11.85342528059468
1354,13.52335645378636
1355,13.900780780854411
1356,14.566341192982827
1357,12.165578367900633
1358,13.858819192225376
1359,11.325657009558975
1360,14.74822740417542
